step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud,isFraud
395,CASH_OUT,187753.03,C1857323531,245327.64,57574.6,C1334631036,834160.26,1021913.3,0,0
228,TRANSFER,852256.74,C756069628,0.0,0.0,C1062341066,1280150.22,2132406.96,0,0
378,TRANSFER,7864.41,C923889315,0.0,0.0,C364838399,168659.61,176524.02,0,0
135,PAYMENT,13621.74,C1401370168,0.0,0.0,M97983621,0.0,0.0,0,0
135,PAYMENT,15775.21,C537504976,135707.0,119931.79,M852952736,0.0,0.0,0,0
356,CASH_OUT,3221.87,C1104319217,21810.0,18588.13,C925782703,51371.37,54593.23,0,0
395,CASH_IN,242423.77,C1575700755,21856974.6,22099398.38,C480831188,740237.23,497813.46,0,0
203,PAYMENT,1973.14,C172027025,0.0,0.0,M1765289719,0.0,0.0,0,0
40,PAYMENT,37097.98,C1097534586,79491.72,42393.74,M552971551,0.0,0.0,0,0
47,PAYMENT,15404.5,C479707814,0.0,0.0,M1446762207,0.0,0.0,0,0
13,CASH_OUT,304844.77,C1588603834,652.0,0.0,C1635207173,19133622.41,19438467.18,0,0
377,CASH_IN,290841.28,C1038444892,22607.0,313448.28,C114885478,194729.13,0.0,0,0
379,PAYMENT,28418.1,C1412122659,0.0,0.0,M1082945049,0.0,0.0,0,0
42,CASH_OUT,255302.92,C1065580833,1734.0,0.0,C205218739,820008.65,1075311.57,0,0
283,CASH_IN,34570.01,C874723888,10473.0,45043.01,C1169607816,0.0,0.0,0,0
325,CASH_OUT,237069.37,C405793189,954.0,0.0,C1694990128,0.0,237069.37,0,0
34,CASH_OUT,32525.29,C225325827,0.0,0.0,C348955177,266068.57,317497.73,0,0
231,CASH_IN,131782.26,C424514348,3825540.64,3957322.9,C546142825,785347.86,653565.6,0,0
546,CASH_OUT,120221.28,C1622109566,0.0,0.0,C1106062545,556001.09,676222.37,0,0
297,PAYMENT,5850.21,C63019266,0.0,0.0,M413699213,0.0,0.0,0,0
278,PAYMENT,5657.28,C1095658909,0.0,0.0,M1256569380,0.0,0.0,0,0
331,CASH_IN,70443.95,C642596989,100188.0,170631.95,C762631010,1192839.26,1122395.31,0,0
527,PAYMENT,13172.13,C1943914628,0.0,0.0,M2038255198,0.0,0.0,0,0
448,PAYMENT,8840.78,C1201541197,12431.0,3590.22,M375325617,0.0,0.0,0,0
399,CASH_IN,354680.13,C1529814622,197476.0,552156.13,C1330105265,63555.94,0.0,0,0
305,CASH_IN,7166.15,C93931833,25966.0,33132.15,C1037570325,23689.73,16523.58,0,0
426,CASH_IN,58316.86,C1251240937,5211.0,63527.86,C1834046369,5748.29,0.0,0,0
137,CASH_OUT,420662.67,C2123061508,0.0,0.0,C1738383463,836924.99,1257587.67,0,0
154,PAYMENT,17633.25,C333928080,62076.0,44442.75,M396330720,0.0,0.0,0,0
284,CASH_OUT,77447.98,C460755264,0.0,0.0,C347313515,176848.96,254296.93,0,0
351,TRANSFER,421032.91,C911701673,446513.0,25480.09,C1307216260,237647.14,658680.05,0,0
354,PAYMENT,4048.26,C2057372147,0.0,0.0,M1805073530,0.0,0.0,0,0
251,CASH_IN,209670.93,C457686008,8580231.04,8789901.97,C91974022,604257.54,394586.61,0,0
11,CASH_OUT,413472.42,C2145193429,14524.0,0.0,C2019569707,3845.0,417317.42,0,0
41,CASH_OUT,48265.77,C209647889,0.0,0.0,C940630045,4984644.53,5032910.3,0,0
162,CASH_OUT,99801.42,C1817485772,6368.0,0.0,C1376830476,369912.69,469714.11,0,0
230,CASH_IN,368490.15,C693551365,9023.0,377513.15,C611855891,4556388.6,4187898.45,0,0
16,CASH_OUT,82486.17,C939488932,51025.0,0.0,C323173314,922152.49,1633879.85,0,0
252,CASH_IN,46304.33,C953487735,13327152.84,13373457.17,C1164547521,230827.14,184522.82,0,0
11,TRANSFER,557359.44,C689530111,0.0,0.0,C1704308874,4741888.74,5299248.17,0,0
476,CASH_OUT,182470.32,C1417932269,0.0,0.0,C698512649,4574135.9,4756606.22,0,0
379,CASH_OUT,405709.46,C2001411366,0.0,0.0,C1024510341,2796426.09,3202135.55,0,0
322,CASH_IN,201220.45,C31208451,11194942.97,11396163.42,C1370814739,213906.81,12686.36,0,0
181,CASH_OUT,135269.14,C1098562945,163095.0,27825.86,C1039061408,0.0,135269.14,0,0
140,PAYMENT,5457.91,C1622650352,0.0,0.0,M1821420900,0.0,0.0,0,0
18,PAYMENT,236.96,C1475871577,16283.0,16046.04,M315829930,0.0,0.0,0,0
213,PAYMENT,386.67,C1559957468,104448.8,104062.13,M1084635037,0.0,0.0,0,0
283,PAYMENT,18490.63,C1270456370,0.0,0.0,M198783733,0.0,0.0,0,0
378,PAYMENT,10206.37,C382589114,10411.75,205.38,M493881671,0.0,0.0,0,0
37,CASH_OUT,582877.04,C1178362974,28770.04,0.0,C1086158899,5013167.11,5637502.24,0,0
353,CASH_IN,70083.75,C619978689,2689798.07,2759881.81,C1057113730,282743.44,212659.69,0,0
188,CASH_OUT,268099.51,C1522816344,0.0,0.0,C1543674479,672093.72,940193.23,0,0
161,CASH_IN,28938.78,C479136168,99846.0,128784.78,C1335926666,35194.75,6255.98,0,0
170,PAYMENT,7973.93,C93958888,8152.0,178.07,M1838795832,0.0,0.0,0,0
590,CASH_IN,98162.48,C710075959,4217394.38,4315556.87,C186661926,2378475.05,2280312.56,0,0
395,CASH_OUT,398129.85,C1783450155,166081.0,0.0,C1133167530,5577666.16,5975796.01,0,0
13,PAYMENT,3625.46,C939232938,733435.94,729810.48,M74701615,0.0,0.0,0,0
211,CASH_OUT,101227.46,C1408730602,0.0,0.0,C1209295634,1339015.08,1440242.54,0,0
305,CASH_IN,10531.98,C851618001,4540218.21,4550750.19,C1559551636,20040949.78,20030417.79,0,0
181,CASH_OUT,556445.02,C1700392683,231118.0,0.0,C1032847125,265199.12,821644.14,0,0
280,CASH_OUT,97349.32,C1588607064,2053.0,0.0,C1868994946,1979143.58,2076492.9,0,0
133,TRANSFER,492862.96,C1904887372,0.0,0.0,C1140579094,3018860.24,3511723.2,0,0
138,PAYMENT,29676.17,C619852802,10721.0,0.0,M656778867,0.0,0.0,0,0
226,CASH_OUT,11521.73,C1877079258,0.0,0.0,C232307936,296333.99,255262.95,0,0
359,CASH_OUT,133723.96,C568870846,0.0,0.0,C1833637195,850888.33,984612.29,0,0
301,DEBIT,4431.17,C745833474,75749.25,71318.07,C987096662,587058.67,591489.85,0,0
396,PAYMENT,9282.63,C1856396353,0.0,0.0,M1105681809,0.0,0.0,0,0
402,PAYMENT,21100.97,C597269307,12520.0,0.0,M2040007754,0.0,0.0,0,0
40,CASH_OUT,154661.11,C1437475498,0.0,0.0,C1183536725,260369.14,541161.18,0,0
375,TRANSFER,45498.09,C383226860,323548.0,278049.91,C1557983040,0.0,45498.09,0,0
184,CASH_IN,285809.98,C1262819319,3797460.26,4083270.24,C690701221,876762.93,590952.95,0,0
154,CASH_OUT,212260.24,C2122633548,53068.0,0.0,C483302654,5745012.87,5957273.1,0,0
688,CASH_OUT,115304.26,C2130754231,26081.0,0.0,C1251444138,0.0,115304.26,0,0
327,TRANSFER,9883558.81,C998364183,15054.0,0.0,C1707702926,0.0,9883558.81,0,0
20,CASH_IN,53078.72,C1298810671,1060417.8,1113496.52,C1304386051,237988.11,184909.38,0,0
325,CASH_OUT,141813.53,C1925977487,288876.83,147063.3,C1367417867,1287346.8,1429160.33,0,0
277,PAYMENT,17507.6,C1673558024,0.0,0.0,M1465278642,0.0,0.0,0,0
136,CASH_OUT,12956.19,C1122166988,728726.66,715770.46,C174035440,0.0,0.0,0,0
394,PAYMENT,9774.04,C488202818,0.0,0.0,M1158097993,0.0,0.0,0,0
33,CASH_OUT,369292.26,C1709075600,0.0,0.0,C25366193,572700.51,941992.76,0,0
44,PAYMENT,1895.34,C1355953476,30566.0,28670.66,M1376905797,0.0,0.0,0,0
232,PAYMENT,4376.23,C436711530,467.0,0.0,M722593678,0.0,0.0,0,0
323,CASH_IN,188544.28,C1150902668,8134650.81,8323195.09,C1006543370,826341.94,637797.66,0,0
403,PAYMENT,3572.42,C627538178,0.0,0.0,M345773787,0.0,0.0,0,0
158,CASH_OUT,302677.02,C1086452034,0.0,0.0,C1832071209,314081.05,616758.07,0,0
157,CASH_IN,256922.93,C419992451,3733805.92,3990728.85,C1964961161,1999377.22,1742454.29,0,0
407,PAYMENT,14914.34,C114304359,39992.31,25077.97,M1644304245,0.0,0.0,0,0
183,CASH_OUT,15366.07,C270538670,0.0,0.0,C1783683528,541139.13,556505.2,0,0
404,CASH_IN,72753.36,C1789429124,6261973.85,6334727.2,C232287659,713239.45,640486.09,0,0
203,CASH_IN,106235.4,C1811568673,158469.0,264704.4,C1405216762,0.0,0.0,0,0
42,CASH_IN,238871.58,C527870436,25524107.25,25762978.83,C1292966728,4525638.23,4286766.65,0,0
11,CASH_IN,335882.44,C489309280,45832.0,381714.44,C496922881,129254.0,0.0,0,0
310,CASH_OUT,309388.45,C421094102,0.0,0.0,C878160636,2549082.48,2858470.93,0,0
687,CASH_OUT,122718.3,C726198866,0.0,0.0,C1444681759,290507.6,413225.89,0,0
94,PAYMENT,9984.38,C4221117,12104.0,2119.62,M800497743,0.0,0.0,0,0
303,PAYMENT,5800.73,C1937693641,10589.0,4788.27,M624450235,0.0,0.0,0,0
20,CASH_IN,2658.23,C1463758893,0.0,2658.23,C384209960,2576903.1,2574244.87,0,0
179,CASH_OUT,68889.82,C1776137802,0.0,0.0,C1722067317,3098737.34,3167627.16,0,0
400,CASH_OUT,107079.18,C943348355,0.0,0.0,C1609638834,5354900.84,5461980.02,0,0
281,CASH_OUT,51294.14,C112824145,13708.0,0.0,C23916296,939028.24,990322.38,0,0
546,PAYMENT,6998.68,C2093793146,102172.0,95173.32,M617927225,0.0,0.0,0,0
165,CASH_OUT,25165.08,C418478845,0.0,0.0,C271894137,3598814.8,3623979.88,0,0
325,CASH_OUT,128204.12,C535262632,0.0,0.0,C1548868129,604069.26,732273.39,0,0
129,TRANSFER,1950541.73,C946128121,149911.0,0.0,C730032084,0.0,1950541.73,0,0
566,CASH_IN,211984.14,C876712629,2951899.5,3163883.64,C240354316,358338.73,146354.59,0,0
162,CASH_IN,246094.41,C1764384481,41601.0,287695.41,C855014339,0.0,0.0,0,0
18,CASH_OUT,192718.48,C1805684314,0.0,0.0,C389472817,321421.33,514139.8,0,0
398,PAYMENT,8798.71,C1479543648,0.0,0.0,M1264078476,0.0,0.0,0,0
167,PAYMENT,2432.06,C1558923068,11325.0,8892.94,M2117863223,0.0,0.0,0,0
353,CASH_OUT,121009.71,C2072681668,466827.82,345818.11,C1742259205,181650.1,302659.82,0,0
154,CASH_OUT,304566.21,C786739570,20706.0,0.0,C1760928891,135322.93,439889.14,0,0
235,CASH_IN,196947.05,C565340387,631729.75,828676.8,C1101329528,829780.36,632833.31,0,0
325,CASH_IN,541343.45,C680394864,1090.0,542433.45,C326738061,1185046.75,643703.3,0,0
181,CASH_IN,77387.48,C1359284861,25915.0,103302.48,C1535683776,527594.08,450206.6,0,0
328,TRANSFER,10000000.0,C1539838001,1832.0,0.0,C49388256,60919.08,17629687.62,0,0
278,PAYMENT,1905.52,C1188041081,0.0,0.0,M936163769,0.0,0.0,0,0
20,PAYMENT,23608.39,C1724316774,155681.99,132073.6,M525152384,0.0,0.0,0,0
274,TRANSFER,337993.36,C1955131570,247188.0,0.0,C1741280406,26553.59,364546.96,0,0
281,CASH_IN,132654.45,C574539444,61282.0,193936.45,C280700143,1350.71,0.0,0,0
178,CASH_IN,73990.47,C36957430,11837338.22,11911328.69,C743364060,1896079.53,1822089.06,0,0
11,DEBIT,1922.02,C965655450,16086.0,14163.98,C55926460,1000618.83,1002540.85,0,0
254,CASH_IN,174412.87,C125965636,36005.0,210417.87,C1911399530,1791163.77,1616750.9,0,0
404,CASH_IN,71534.16,C554223894,1156223.5,1227757.66,C301617301,1448636.3,1377102.14,0,0
325,CASH_IN,38212.87,C598603871,230018.0,268230.87,C1457957811,0.0,0.0,0,0
354,CASH_IN,288135.17,C1497856890,9023.0,297158.17,C915565333,0.0,0.0,0,0
401,CASH_OUT,218567.19,C916157908,4593.0,0.0,C320533473,0.0,218567.19,0,0
274,PAYMENT,7202.39,C1144886519,53476.0,46273.61,M874795084,0.0,0.0,0,0
279,PAYMENT,4587.04,C1510995914,404.0,0.0,M1379065267,0.0,0.0,0,0
283,CASH_OUT,257936.9,C242074819,0.0,0.0,C1506086814,515871.82,773808.72,0,0
262,PAYMENT,4555.11,C1338655380,20041.0,15485.89,M281696298,0.0,0.0,0,0
349,TRANSFER,42707.77,C231445147,0.0,0.0,C932715689,217837.83,260545.59,0,0
188,PAYMENT,2040.4,C855037256,0.0,0.0,M1078273220,0.0,0.0,0,0
130,PAYMENT,3381.56,C401526826,0.0,0.0,M1729747180,0.0,0.0,0,0
42,TRANSFER,821859.44,C582715467,0.0,0.0,C1462537177,2227433.66,3049293.09,0,0
346,PAYMENT,16787.46,C1024059287,0.0,0.0,M1281661602,0.0,0.0,0,0
373,CASH_IN,228262.77,C1671065523,6877717.53,7105980.29,C2004986741,18476993.94,18248731.17,0,0
235,PAYMENT,14648.12,C1751127411,0.0,0.0,M545059582,0.0,0.0,0,0
210,CASH_OUT,288119.48,C1637906426,0.0,0.0,C428795109,913462.07,1201581.55,0,0
546,CASH_OUT,134376.63,C1992187301,0.0,0.0,C84296025,161089.45,295466.08,0,0
202,CASH_IN,64499.47,C1556689624,3768940.25,3833439.72,C1977528575,4693072.66,4468968.89,0,0
277,TRANSFER,766798.33,C491239419,123021.0,0.0,C2085358850,391828.08,1158626.41,0,0
285,PAYMENT,20020.5,C1416904115,105162.65,85142.15,M49899941,0.0,0.0,0,0
179,CASH_IN,248155.19,C349687024,25902237.76,26150392.95,C840581485,1805772.76,1557617.57,0,0
527,TRANSFER,498554.47,C1007219923,49476.0,0.0,C1655985198,90506.98,589061.44,0,0
155,PAYMENT,3253.02,C1063550672,162585.32,159332.29,M767682149,0.0,0.0,0,0
250,CASH_OUT,170838.83,C2046764638,0.0,0.0,C1719624349,384854.5,555693.33,0,0
33,CASH_OUT,284034.86,C1415344414,0.0,0.0,C638869140,2135134.51,2419169.38,0,0
283,CASH_OUT,505627.48,C2142697109,0.0,0.0,C316357535,1288508.09,1794135.57,0,0
301,CASH_OUT,283320.08,C1094881240,13141.0,0.0,C1235131439,29352.54,312672.62,0,0
34,CASH_IN,137431.42,C821245586,2169314.29,2306745.71,C1981723789,994806.14,844214.45,0,0
307,CASH_IN,60993.63,C149723152,133854.0,194847.63,C2129338814,0.0,0.0,0,0
14,PAYMENT,6651.17,C456910959,483739.0,477087.83,M1256688828,0.0,0.0,0,0
323,CASH_OUT,125477.81,C146747530,100035.0,0.0,C1769373931,820944.3,946422.12,0,0
284,PAYMENT,6314.78,C1216883560,40349.0,34034.22,M1841303456,0.0,0.0,0,0
357,CASH_IN,47397.46,C963689504,60375.0,107772.46,C14485074,367761.89,320364.43,0,0
158,CASH_OUT,278610.11,C407315286,0.0,0.0,C172395852,7251003.71,7588643.45,0,0
324,PAYMENT,6160.35,C1256483202,0.0,0.0,M118761782,0.0,0.0,0,0
398,CASH_IN,22586.78,C2010378309,906158.81,928745.59,C1878441856,3605047.95,3582461.17,0,0
180,CASH_OUT,363916.73,C1833549982,67368.0,0.0,C915480524,1597936.83,1961853.56,0,0
154,CASH_OUT,342616.36,C78030776,0.0,0.0,C139265889,737774.28,1080390.64,0,0
492,CASH_OUT,218907.72,C316046204,10943.0,0.0,C163842114,136159.27,355067.0,0,0
323,CASH_OUT,304136.62,C382236647,0.0,0.0,C119889917,355213.43,659350.05,0,0
359,CASH_IN,328546.77,C77393815,7887465.82,8216012.59,C1640892413,425724.94,97178.17,0,0
209,CASH_IN,127633.52,C1828875937,4490191.74,4617825.26,C17273655,1959935.4,1832301.88,0,0
321,TRANSFER,2245553.81,C1190135581,254.0,0.0,C1276973223,3171.82,2248725.63,0,0
399,PAYMENT,21145.14,C431367785,2604.0,0.0,M673112887,0.0,0.0,0,0
397,CASH_OUT,384600.28,C1558602960,12058.92,0.0,C1043977308,1852309.32,2236909.6,0,0
377,PAYMENT,23881.68,C784426952,28962.71,5081.02,M994692253,0.0,0.0,0,0
133,CASH_OUT,186577.32,C203329379,0.0,0.0,C921314547,555182.96,741760.29,0,0
162,CASH_OUT,484980.33,C1205606881,28815.0,0.0,C510713830,479489.89,964470.22,0,0
574,TRANSFER,225022.97,C1858985079,15548.48,0.0,C1473591938,278856.25,503879.23,0,0
263,PAYMENT,7399.2,C1853147477,0.0,0.0,M1117034666,0.0,0.0,0,0
394,PAYMENT,8355.22,C1377292188,0.0,0.0,M247497582,0.0,0.0,0,0
375,CASH_IN,328196.31,C1415720727,2117119.02,2445315.33,C603652593,2168751.34,1840555.02,0,0
375,CASH_OUT,8453.75,C1275209150,12050.0,3596.25,C748051432,0.0,8453.75,0,0
302,CASH_IN,61566.89,C2106325915,320855.0,382421.89,C1088609054,0.0,0.0,0,0
159,CASH_IN,274370.13,C1654733575,1091.0,275461.13,C552741883,4443632.6,4000992.23,0,0
133,CASH_OUT,16406.78,C1850365003,5075.0,0.0,C1360458170,235694.72,252101.5,0,0
163,CASH_OUT,209264.99,C1404132032,0.0,0.0,C572813274,282220.88,491485.87,0,0
141,PAYMENT,12621.16,C869985477,25520.0,12898.84,M1099696648,0.0,0.0,0,0
8,TRANSFER,1892098.1,C587546623,0.0,0.0,C669419693,2800334.2,4692432.3,0,0
299,PAYMENT,42943.11,C225010012,30430.0,0.0,M826028821,0.0,0.0,0,0
229,PAYMENT,15231.67,C380154469,0.0,0.0,M1498976185,0.0,0.0,0,0
355,PAYMENT,12792.53,C360536669,20216.0,7423.47,M1498133397,0.0,0.0,0,0
208,PAYMENT,5553.56,C721519691,0.0,0.0,M799655445,0.0,0.0,0,0
614,CASH_OUT,52457.45,C1035438221,11434.0,0.0,C728906531,230201.9,282659.34,0,0
302,PAYMENT,30854.95,C1282293898,0.0,0.0,M729568030,0.0,0.0,0,0
162,CASH_OUT,17385.17,C495845721,324584.26,307199.09,C1130351273,210474.17,227859.33,0,0
44,PAYMENT,8762.56,C1351328079,0.0,0.0,M2013221157,0.0,0.0,0,0
38,CASH_IN,323143.91,C1460450129,293691.74,616835.65,C1031467615,844621.63,521477.72,0,0
8,PAYMENT,8950.7,C1926037071,547672.02,538721.32,M913556768,0.0,0.0,0,0
283,PAYMENT,2312.91,C532667416,0.0,0.0,M2011727579,0.0,0.0,0,0
538,CASH_OUT,16376.68,C1596339467,0.0,0.0,C1156597903,61418719.67,61435096.35,0,0
11,PAYMENT,7520.7,C985076845,21753.86,14233.16,M1143648530,0.0,0.0,0,0
157,PAYMENT,25532.38,C328719956,154244.0,128711.63,M750177180,0.0,0.0,0,0
212,CASH_OUT,152240.4,C817253540,0.0,0.0,C883399986,178975.55,331215.95,0,0
263,PAYMENT,5207.86,C2035084950,9082.01,3874.15,M1040117813,0.0,0.0,0,0
205,CASH_OUT,147761.17,C457544636,0.0,0.0,C821073097,1270609.08,1418370.25,0,0
381,PAYMENT,3226.44,C1230319712,15752.0,12525.56,M69166954,0.0,0.0,0,0
322,CASH_IN,61158.61,C554663568,11168.0,72326.61,C1505754400,0.0,0.0,0,0
159,PAYMENT,1094.94,C1840240525,24166.0,23071.06,M1277305527,0.0,0.0,0,0
18,CASH_OUT,542520.91,C692472748,0.0,0.0,C822402960,570504.04,2296939.82,0,0
42,CASH_OUT,200850.73,C1976238829,0.0,0.0,C1424891271,363923.46,564774.19,0,0
209,CASH_OUT,202115.23,C1571505504,0.0,0.0,C138015974,908062.34,1110177.57,0,0
403,PAYMENT,3776.15,C1201868664,9346.0,5569.85,M1723609791,0.0,0.0,0,0
372,PAYMENT,7747.46,C577862239,130101.0,122353.54,M1802552654,0.0,0.0,0,0
527,TRANSFER,256630.78,C2115161308,0.0,0.0,C523220627,1340487.63,1597118.41,0,0
164,CASH_IN,56317.4,C1581301202,51566.0,107883.4,C153285279,0.0,0.0,0,0
277,CASH_IN,68316.96,C1148448051,21721.0,90037.96,C518012048,0.0,0.0,0,0
596,PAYMENT,1184.08,C2044714262,0.0,0.0,M1423966885,0.0,0.0,0,0
355,TRANSFER,147225.46,C569278076,0.0,0.0,C457973242,1318631.49,1465856.95,0,0
168,PAYMENT,494.37,C2010168820,3271.0,2776.63,M1675001264,0.0,0.0,0,0
301,PAYMENT,44991.57,C144226396,0.0,0.0,M972847120,0.0,0.0,0,0
189,CASH_OUT,131578.97,C331396904,0.0,0.0,C1210630308,1217071.98,1348650.95,0,0
374,CASH_OUT,73010.71,C1518020673,25705.0,0.0,C976028270,0.0,73010.71,0,0
330,PAYMENT,3585.23,C1544024994,3043.0,0.0,M905224179,0.0,0.0,0,0
306,CASH_OUT,284776.37,C337049558,56870.0,0.0,C537537868,1924963.96,2209740.33,0,0
396,PAYMENT,25922.28,C1959615397,51485.0,25562.72,M484139045,0.0,0.0,0,0
378,CASH_OUT,100584.05,C198136481,0.0,0.0,C964787124,128458.77,229042.83,0,0
228,CASH_OUT,241337.26,C220736613,0.0,0.0,C1537306097,5990615.78,6231953.04,0,0
178,CASH_OUT,288484.19,C1395394453,0.0,0.0,C1442765375,1550463.72,2186698.11,0,0
356,PAYMENT,10609.96,C2036040278,186759.45,176149.5,M993281878,0.0,0.0,0,0
210,PAYMENT,14082.54,C1238262376,43135.0,29052.46,M2057541528,0.0,0.0,0,0
592,TRANSFER,93187.88,C1499506978,11360.0,0.0,C1300269714,355391.06,448578.95,0,0
188,CASH_IN,285036.69,C338884671,107705.0,392741.69,C1161182025,415750.75,130714.06,0,0
130,TRANSFER,4786.07,C156577467,0.0,0.0,C536046714,688894.79,693680.86,0,0
403,CASH_OUT,106902.33,C707506007,0.0,0.0,C500232528,762908.07,869810.4,0,0
209,TRANSFER,293156.95,C1596369330,6614.0,0.0,C1009982753,43476.46,336633.41,0,0
19,CASH_OUT,150149.29,C146844653,0.0,0.0,C1952764139,209816.87,359966.16,0,0
253,CASH_OUT,65307.02,C1278275490,33588.0,0.0,C1454704232,0.0,65307.02,0,0
381,CASH_IN,212460.64,C724476425,29120.0,241580.64,C193924793,1068540.15,856079.51,0,0
284,CASH_OUT,66776.81,C741051387,0.0,0.0,C1224130196,2339910.98,2406687.79,0,0
398,PAYMENT,1570.09,C292476984,0.0,0.0,M855822645,0.0,0.0,0,0
307,PAYMENT,6184.69,C1635375429,309493.72,303309.03,M858346510,0.0,0.0,0,0
382,PAYMENT,5617.69,C863054108,0.0,0.0,M1815682742,0.0,0.0,0,0
306,PAYMENT,10717.53,C1646151770,50826.0,40108.47,M410105812,0.0,0.0,0,0
18,CASH_OUT,145717.81,C1508629713,5557.0,0.0,C19624228,2062200.08,3626195.9,0,0
163,CASH_OUT,508283.27,C1412517953,0.0,0.0,C111628884,697316.76,1205600.04,0,0
157,TRANSFER,371020.83,C1447881252,53654.0,0.0,C283179160,0.0,371020.83,0,0
305,PAYMENT,17993.39,C1684660768,0.0,0.0,M479583559,0.0,0.0,0,0
240,CASH_IN,60701.73,C489885636,287341.1,348042.83,C1758392716,2583329.86,2522628.13,0,0
250,PAYMENT,18309.59,C983318890,61252.0,42942.41,M1215608078,0.0,0.0,0,0
157,TRANSFER,575859.62,C404767207,0.0,0.0,C258917161,7874193.4,8450053.02,0,0
373,CASH_IN,219445.15,C178965552,1552965.15,1772410.3,C1723825571,859161.1,639715.95,0,0
234,CASH_OUT,25000.41,C677573484,16039.0,0.0,C1185168562,375851.16,400851.56,0,0
380,PAYMENT,1927.29,C957334820,10987.0,9059.71,M117821641,0.0,0.0,0,0
231,TRANSFER,512168.57,C753517027,6622.74,0.0,C922163189,810868.12,1323036.69,0,0
373,CASH_OUT,277875.23,C2065342272,130.0,0.0,C821497268,10443877.77,10721753.0,0,0
256,CASH_OUT,306320.25,C1429867134,0.0,0.0,C1816976383,631743.09,938063.33,0,0
283,CASH_IN,112922.69,C1739606733,335210.0,448132.69,C2001590080,291262.07,178339.38,0,0
96,CASH_OUT,111211.19,C1979092095,0.0,0.0,C1382034610,3074185.12,3185396.3,0,0
21,DEBIT,416.4,C1403377437,770.0,353.6,C528706616,665132.97,665549.37,0,0
257,CASH_OUT,47142.51,C1933327393,39980.0,0.0,C1334724344,679791.81,726934.33,0,0
321,PAYMENT,204.58,C2067445164,3977.0,3772.42,M71223068,0.0,0.0,0,0
250,CASH_OUT,350402.95,C199833799,62428.0,0.0,C1278104481,1365717.47,1716120.42,0,0
302,CASH_IN,66598.84,C616369052,10039.0,76637.84,C313310302,0.0,0.0,0,0
158,CASH_IN,281309.57,C1729801877,3383984.25,3665293.82,C203678399,705183.53,423873.96,0,0
299,CASH_IN,201613.35,C79610314,73687.0,275300.35,C370853260,182345.16,0.0,0,0
383,CASH_OUT,254188.5,C397037594,0.0,0.0,C344515304,714915.4,969103.9,0,0
396,PAYMENT,10198.0,C190551,44405.0,34207.0,M1167784424,0.0,0.0,0,0
9,PAYMENT,3371.68,C174067644,68788.89,65417.21,M1883150168,0.0,0.0,0,0
16,CASH_OUT,18.68,C783426249,0.0,0.0,C1691419695,4664569.43,4664588.11,0,0
373,CASH_IN,148289.0,C53227226,7697731.28,7846020.28,C1532769000,1090773.53,942484.53,0,0
182,PAYMENT,8706.95,C1518371690,11915.0,3208.05,M2074398685,0.0,0.0,0,0
397,CASH_OUT,135221.56,C1178035078,0.0,0.0,C1563236726,426023.89,561245.45,0,0
281,CASH_OUT,258656.87,C1209305018,0.0,0.0,C384802704,307904.37,566561.24,0,0
231,PAYMENT,11123.59,C63623919,25043.0,13919.41,M613215189,0.0,0.0,0,0
24,PAYMENT,26075.29,C1985732442,125627.0,99551.71,M2116887679,0.0,0.0,0,0
330,CASH_OUT,77287.58,C1031815131,130951.0,53663.42,C424963019,1989426.02,2066713.6,0,0
281,CASH_IN,117742.52,C1947662597,2989421.44,3107163.96,C686802968,438799.54,321057.02,0,0
165,PAYMENT,8155.62,C196313006,0.0,0.0,M1000047945,0.0,0.0,0,0
326,CASH_IN,253064.23,C1830746348,1451435.38,1704499.61,C939736219,463564.16,210499.93,0,0
253,PAYMENT,5439.92,C1767395537,0.0,0.0,M1939995749,0.0,0.0,0,0
277,CASH_IN,81964.15,C566006260,34520.0,116484.15,C1009879223,482547.35,400583.2,0,0
330,CASH_IN,122977.91,C1176442574,4914077.73,5037055.64,C103018847,1516021.54,1393043.63,0,0
253,CASH_OUT,247793.96,C786764931,0.0,0.0,C1249494178,445577.77,693371.72,0,0
132,CASH_IN,405780.76,C1572029182,1648258.76,2054039.52,C2135689081,650765.25,244984.49,0,0
40,CASH_OUT,132788.31,C821881785,21596.0,0.0,C2048564964,1764104.48,1896892.78,0,0
181,TRANSFER,52555.13,C1566650606,0.0,0.0,C1211782348,183738.34,236293.47,0,0
179,CASH_IN,66852.2,C1522186595,46826.0,113678.2,C1727955811,131951.08,65098.87,0,0
130,CASH_OUT,236325.0,C1341611763,0.0,0.0,C872049452,422106.13,658431.13,0,0
329,PAYMENT,5073.76,C1466294593,0.0,0.0,M334336534,0.0,0.0,0,0
154,CASH_OUT,143998.13,C1507635954,11176.0,0.0,C101037651,2290268.71,2434266.85,0,0
307,PAYMENT,1980.25,C18920650,585.0,0.0,M1424183468,0.0,0.0,0,0
394,CASH_IN,57109.34,C1104095457,7596287.5,7653396.84,C1371032677,387447.14,330337.8,0,0
236,PAYMENT,20610.19,C1499613177,0.0,0.0,M331488618,0.0,0.0,0,0
168,CASH_OUT,138959.43,C30119607,39786.0,0.0,C872565002,2440608.7,2579568.13,0,0
401,PAYMENT,9254.0,C1803831074,104542.0,95288.0,M755704227,0.0,0.0,0,0
